price,type,title,address,gov,bathrooms,total_rooms,living_area,total_area,rooms
70 000 DT,vente,Terrain a ne pas rater 430m,Fouchana, Ben Arous,,,,430,
18 000 DT,vente,Fond de commerce d un centre esthétique,Ennasr, Ariana,,,,100,
420 000 DT,vente,Un appartement s3 a la soukra mz887,La Soukra, Ariana,,,,,
295 000 DT,vente,Appartement à acquérir Beau Site entre k Total et Lycée,Ennasr, Ariana,2,4,140,,3
850 DT,location,Al appt s4 soukra,La Soukra, Ariana,,,185,,5
475 000 DT,vente,Av terrain cité elghazela,Ghazela, Ariana,,,,475,
590 000 DT,vente,Av appt s4 ennasr  de 235m2,Ennasr, Ariana,2,,235,,5
475 000 DT,vente,Av terrain à cité el ghazala,Ghazela, Ariana,,,,7500,
220 000 DT,vente,Av appt s1 ennasr,Ennasr, Ariana,,2,85,,
360 000 DT,vente,Av duplex ennasr,Ennasr, Ariana,2,,145,,4
2 250 000 DT,vente,Av un immeuble à el menzah1,Menzah, Ariana,,,900,700,
480 000 DT,vente,Av villa plain pied à cité la ghazelle,Ghazela, Ariana,1,,220,475,5
,vente,AL Local tel 52.76.75.76,Borj Louzir, Ariana,1,2,32,32,
97 761 600 DT,vente,Villa S+3,Mnihla, Ariana,1,,150,250,3
469 DT,vente,Particulier vend un magnifique appartement à menzah 7,Menzah, Ariana,,,208,,
590 000 DT,vente,Av appt s4 ennasr,Ennasr, Ariana,2,5,235,,3
1 050 000 DT,vente,Belle villa S+4 avec piscine à la soukra,La Soukra, Ariana,2,6,300,1050,4
895 000 DT,vente,Villa a manar 1,Manar, Ariana,2,8,300,496,7
80 000 DT,vente,Terrain à Jaafar 2,Chotrana, Ariana,,,,400,
320 000 DT,vente,Apartment Spacieux,La Soukra, Ariana,,,193,193,
330 000 DT,vente,Belle villa à ne pas rater,Raoued, Ariana,4,,450,500,10+
1 400 000 DT,vente,Villa s+5 à la soukra avec Piscine et jardin Ref: MVV0132,La Soukra, Ariana,3,,370,,5
243 000 DT,vente,Terrain à la soukra TZ054,La Soukra, Ariana,,,,270,
298 400 DT,vente,Terrain à la soukra TZ054,La Soukra, Ariana,,,,373,
306 400 DT,vente,Terrain à la soukra TZ054,La Soukra, Ariana,,,,383,
7 700 000 DT,vente,Terrain à vendre à la soukra ref: MTV0021,La Soukra, Ariana,,,,11000,
50 000 DT,vente,Terrain à Jaafar2,Chotrana, Ariana,,,,250,
245 700 DT,vente,Terrain à la soukra TZ054,La Soukra, Ariana,,,,273,
316 000 DT,vente,Terrain à la soukra TZ054,La Soukra, Ariana,,,,395,
264 600 DT,vente,Terrain à la soukra TZ054,La Soukra, Ariana,,,,294,
240 000 DT,vente,Terrain Majrda,Kalaât El Andalous, Ariana,,,,30000,
335 000 DT,vente,S3 Neuf THS Chez Promoteur La Soukra,La Soukra, Ariana,2,3,157,157,3
370 000 DT,vente,Villa Deux Étage à Borj Louzir Ariana,Ariana Ville, Ariana,3,8,250,250,7
485 000 DT,vente,Villa Chic et Moderne THS Chez Promoteur la Soukra,La Soukra, Ariana,3,6,171,150,5
156 000 DT,vente,Studio Neuf THS Direct Promoteur Cité Ennasr,Ennasr, Ariana,1,2,60,60,1
252 000 DT,vente,S2 Neuf THS Direct Promoteur Cité Ennasr,Ennasr, Ariana,2,3,97,97,2
187 000 DT,vente,S3 Neuf HS Cité El Ghazela,Ghazela, Ariana,2,4,125,125,3
710 000 DT,vente,Splendide Villa THS Chez promoteur la Soukra,La Soukra, Ariana,3,5,244,200,5
1 000 000 DT,vente,Villa Chic et Moderne HS Jardin d'elmenzah,Jardins D'el Menzah, Ariana,5,10+,500,420,8
1 350 000 DT,vente,Luxueuse Villa HS Direct Particulier Cité Ennasr,Ennasr, Ariana,5,10+,500,520,9
120 000 DT,vente,Appartement Ennakhla,Ariana Ville, Ariana,1,,,110,3
250 000 DT,vente,Lot de terrain de 1000 m2 à proximité de géant et cebelet ben ammar,Sidi Thabet, Ariana,,,,1000,
780 DT,location,A Louer Apt Jardins Menzah2,Jardins D'el Menzah, Ariana,1,4,130,,3
75 DT,vente,Borj Touil : Opportunité d'investissement,Raoued, Ariana,,,,300,
75 DT,vente,فرصة ارض سكنية بموقع ممتاز,Raoued, Ariana,,,,300,
650 DT / Mois,location,Apparemment a louer,Chotrana, Ariana,,,,,
,vente,Appartement borj louzir S + 2,Borj Louzir, Ariana,1,2,,,2
195 000 DT,vente,Appartement S+3 a vendre Cite Hedi Nouira,Borj Louzir, Ariana,1,4,110,,3
,vente,Fonds de commerce de 1000 m² à la Mnihla – LC027,Mnihla, Ariana,,,1000,500,
850 000 DT,vente,Le Huitième Terrain,La Soukra, Ariana,,,,800,
450 DT,location,S+2 À BORJ LOUZIR,La Soukra, Ariana,1,5,,,2
4 200 000 DT,vente,Villa Ksar El Riad,La Soukra, Ariana,4,,1000,3500,7
,location,À louer villa jardins d'el menzah 1,Jardins D'el Menzah, Ariana,2,7,220,240,3
,vente,Belle villa route de raoued,Raoued, Ariana,,,450,500,
650 DT,location,Local commercila,Raoued, Ariana,1,1,36,36,
100 DT,location,A louer appartement s+2,Raoued, Ariana,1,,98,20,
100 DT,location,A louer appartement s+2,Raoued, Ariana,,,98,20,
650 DT,location,Location d un appartement à usage d habitation,Ariana Ville, Ariana,1,4,130,,3
3 000 DT,vente,DEPOT DALLE 680/1540 M2  SFAX OUEST,Ariana Ville, Ariana,,,,,
600 000 DT,vente,Rez de chaussé et étage,Raoued, Ariana,2,3,310,300,3
2 200 DT,location,Appartement s+2 à la soukra,La Soukra, Ariana,,,,,
1 400 000 DT,vente,Villa s+3 à la soukra avec Piscine et jardin Ref MVV0107,La Soukra, Ariana,,,,,
4 000 DT / Mois,location,Villa s+3 à la soukra avec Piscine et jardin Ref MVV0089,La Soukra, Ariana,,,,,
300 DT,location,فرصه,Mnihla, Ariana,1,4,100,,3
80 DT,vente,Maison Ariana,Ariana Ville, Ariana,,,,,
420 000 DT,vente,Un appartement s+3 à la soukra,La Soukra, Ariana,,,,,
570 000 DT,vente,Villa avec piscine chotrana 1,La Soukra, Ariana,,,150,30,
,vente,A vendre villa jumelée à la soukra,La Soukra, Ariana,2,3,228,,3
210 000 DT,vente,Un appartement s+2 a jardin l'aouina,La Soukra, Ariana,1,2,70,,2
220 000 DT,vente,Fonds de commerce,Menzah, Ariana,1,2,80,100,
1 200 DT,location,Un dépôt 200 m2 a la soukra,La Soukra, Ariana,,,200,,
650 DT,vente,Triplex 750 m2 a la soukra,La Soukra, Ariana,2,,750,,
1 600 DT,location,LOCALE COMMERCIALE,La Soukra, Ariana,,,,,
110 000 DT,vente,A vendre terrain  à Raoued,Raoued, Ariana,,,,214,
800 DT,location,ETAGE DE VILLA A LOUER,Menzah, Ariana,1,4,150,,3
900 DT,location,A louer u S+3 à usage bureautique,Ariana Ville, Ariana,2,3,80,,
450 000 DT,vente,Au Jardin d'el Menzah villa duplex titre foncier au meilleur prix,Jardins D'el Menzah, Ariana,,5,180,300,4
275 000 DT,vente,A louer S+2 à la soukra,La Soukra, Ariana,2,2,117,,2
400 000 DT,vente,A vendre un S+2 à la soukra,La Soukra, Ariana,,,130,235,
245 000 DT,vente,A vendre S+2 à la soukra,La Soukra, Ariana,1,2,76,105,2
270 000 DT,vente,À vendre un nouveau S+3 de haut Standing de 135 m²,La Soukra, Ariana,2,4,135,,3
680 000 DT,vente,Villa jumelée à Ennaser 2,Ennasr, Ariana,3,,390,300,6
4 000 DT,location,Villa à la soukra,La Soukra, Ariana,,,,,
100 000 DT,vente,Appartement cité essaada 1 emplacement idéal,Ariana Ville, Ariana,1,2,70,70,2
1 000 DT,location,Dépôt citée la gazelle,Ghazela, Ariana,,,230,,
170 DT,vente,Zone davenir,Raoued, Ariana,,,,1072,
1 500 DT,location,Un appartement s3 a la soukra,La Soukra, Ariana,,,,,
850 DT,location,Un appartement s1 a la soukra,La Soukra, Ariana,,,,,
975 000 DT,vente,Terrain a chotrana 3 TZ047,La Soukra, Ariana,,,,1500,
600 000 DT,vente,Terrain a chotrana 3 TZ046,La Soukra, Ariana,,,,1000,
500 000 DT,vente,Villa à chotrana 3,Chotrana, Ariana,,,210,235,
700 DT,location,Bureau à louer à Menzah 8,Ariana Ville, Ariana,,2,45,,
300 DT,vente,Maison a louer a raoued,Raoued, Ariana,1,3,,,2
650 DT,location,Un coquet appartement à la soukra ref alz3121,La Soukra, Ariana,,2,,70,1
230 000 DT,vente,Un appartement  à la soukra ref mz734,La Soukra, Ariana,1,3,,141,2
330 000 DT,vente,Joli appartement s2 à la soukra  mz795,La Soukra, Ariana,,3,145,,2
1 000 DT,location,Joli appartement meublé à la soukra  alz3297,La Soukra, Ariana,,,,,1
,vente,Cherche appartement neuf,Borj Louzir, Ariana,,4,,,3
280 000 DT,vente,A vendre un bel appartement S+3 à la soukra près de kiabi,La Soukra, Ariana,2,4,125,,3
,vente,Villa a vendre rte Raoued vers Marsa,Raoued, Ariana,2,6,240,580,4
840 000 DT,vente,Vendre une villa Ennasr2,Ennasr, Ariana,5,10+,508,600,6
950 000 DT,vente,Grand villa,La Soukra, Ariana,5,3,570,370,10+
440 DT,location,Apart nour jaafer,Ariana Ville, Ariana,1,3,70,,2
750 000 DT,vente,Villa a Riadh El Andalous,Ariana Ville, Ariana,2,7,280,480,4
80 DT,location,Loue app s1 ennasr,Ennasr, Ariana,1,2,60,,2
425 000 DT,vente,Terrain constructible à Manar 1,Menzah, Ariana,,,,500,
1 250 000 DT,vente,Luxueuse Villa HS Direct Particulier jardin D'elmenzah,Jardins D'el Menzah, Ariana,4,9,300,500,8
650 000 DT,vente,VILLA ROBERTO,Menzah, Ariana,,2,4,140,274
70 DT,location,Location par jour a nasser 22381369,Ennasr, Ariana,1,3,,,1
3 200 000 DT,vente,Villa CYLIA (Réf: V1037),Manar, Ariana,5,8,670,735,4
900 DT,location,Location Apt.,Ghazela, Ariana,,,123,,3
350 000 DT,vente,Patriculier vend apartement,Menzah, Ariana,1,3,190,,2
750 DT,location,APPATEMENT S+3 A ARIANA,Ariana Ville, Ariana,2,4,100,,3
430 000 DT,vente,Au Jardin d'el Menzah villa duplex titre foncier au meilleur prix,Jardins D'el Menzah, Ariana,,5,180,300,4
60 DT,location,Appartements à louer par nuit meublé a nasser,Ennasr, Ariana,1,2,,,1
60 DT,location,Location par jour a nasser meublé 22381369,Ennasr, Ariana,1,2,,,1
350 DT,vente,A vendre un terrain à 5mn du centre commercial Géant avec accès direct Bricorama,Sidi Thabet, Ariana,,,,731,
100 000 DT,vente,Vendre maison,Manar, Ariana,2,3,150,180,2
270 DT / Mois,location,Studio à borj louzir,La Soukra, Ariana,1,1,30,,1
450 DT,vente,Terrain à Ennahli,Ariana Ville, Ariana,,,,2500,
1 180 000 DT,vente,Superbe villa à Ennaser 2,Ennasr, Ariana,3,,520,450,5
7 005 000 DT,vente,LOCAL 2060   TUNIS NORD,Ariana Ville, Ariana,,,2060,11415,
80 DT,location,A louer a ennasr,Ennasr, Ariana,,3,90,,3
2 000 DT,location,Villa à la location ennaser 2,Ennasr, Ariana,3,9,450,,5
1 200 000 DT,vente,A vendre une villa s+6 à chotrana 2,Chotrana, Ariana,3,7,450,750,5
459 000 DT,vente,Votre villa a partir de 459000 dt,La Soukra, Ariana,3,3,180,,3
900 DT / Mois,location,A louer local rue du metro Ariana (à côte du terminus station metro Ariana),Ariana Ville, Ariana,2,7,,,4
3 500 000 DT,vente,Villa avec piscine et jardin à la Soukra,La Soukra, Ariana,,,,,
450 DT,location,S+2 à louer,Borj Louzir, Ariana,1,3,100,,2
1 100 000 DT,vente,Belle villa a la soukra,La Soukra, Ariana,1,3,300,1000,3
705 000 DT,vente,Jolie maison avec fort potentiel,Ghazela, Ariana,2,10+,360,550,6
165 000 DT,vente,S+1 haut standing à la soukra,La Soukra, Ariana,1,1,63,63,1
,location,Etage Villa s+3 climatisé + chauffage central à Jardins d'el Manzah prés de Monoprix,Jardins D'el Menzah, Ariana,1,4,,,3
430 000 DT,vente,Au Jardin d'el Menzah villa duplex titre foncier au meilleur prix,Jardins D'el Menzah, Ariana,,,180,300,
450 000 DT,vente,Jardin d'el Menzah villa duplex spacieuse au plus offrant,Ariana Ville, Ariana,,5,180,300,4
450 000 DT,vente,Spacieux appartement de 200 m2 pour habitation ou usage bureaux,Jardins D'el Menzah, Ariana,3,6,200,,4
,vente,Terrain Raoued port financier,Raoued, Ariana,,,,1000,
295 000 DT,vente,A vendre spacieux s+2 a manzah 9c,Menzah, Ariana,,,124,,3
500 000 DT,vente,Jolie maison,Menzah, Ariana,2,4,185,130,3
120 000 DT,vente,Terrain nu,Raoued, Ariana,,,,236,
380 DT / Mois,location,Loue Villa S+3 Cité Chaker,Raoued, Ariana,1,4,145,500,3
110 000 DT,vente,Maison,Ariana Ville, Ariana,,,,,
490 DT,vente,Joli duplex,Menzah, Ariana,2,4,185,130,
367 000 DT,vente,Résidence LOFT 51 à coté de la clinique soukra,La Soukra, Ariana,2,4,150,,3
268 000 DT,vente,Residence LOFT 51,La Soukra, Ariana,,3,108,,2
550 DT,location,A LOUER S+3 Borj louzir,Borj Louzir, Ariana,1,4,98,105,3
750 DT / Mois,location,S+3 Neuve en face du technopole elghazala,Raoued, Ariana,1,4,122,,3
750 DT,location,Appartement s+3 haut standing jamais habité,Ghazela, Ariana,2,4,110,130,3
2 000 DT,vente,Salon d'esthétique,La Soukra, Ariana,,,,,
,vente,Terrain de promotion à Enassr,Ennasr, Ariana,,,,1450,
10 000 DT,location,Magasin bien équipé avec endroit stratégique,Mnihla, Ariana,1,4,1500,1500,
330 000 DT,vente,Appartement à Cite Ennasr 1,Ennasr, Ariana,2,4,175,175,3
300 DT,location,Maison a louer,Raoued, Ariana,1,3,,,2
65 000 DT,vente,A vendre fond de commerce,Ennasr, Ariana,,,30,,
44 000 000 DT,vente,أرض سكنيةموجودة في قنطرة بنزرت مساحتهاد,Kalaât El Andalous, Ariana,,,,440,
600 000 DT,vente,Fond de commerce,Ariana Ville, Ariana,,,,,
250 DT,vente,La Soukra 755 m,La Soukra, Ariana,,,,,
140 000 DT,vente,Maisan anour jaafar,Raoued, Ariana,,2,,103,2
130 000 DT,vente,Appartement neuf au jardins d'el menzah 1,Jardins D'el Menzah, Ariana,1,2,44,57.22,1
3 000 000 DT,vente,Ksar El Firma,La Soukra, Ariana,,,1070,2465,
430 000 DT,vente,Au Jardin d'el Menzah villa duplex titre foncier au meilleur prix,Jardins D'el Menzah, Ariana,1,,180,300,5
270 000 DT,vente,Appartements Neufs de haut Standing a la Soukra Borj Louzir Ariana S +3,Borj Louzir, Ariana,2,4,140,,3
1 000 000 DT,vente,Belle villa à la Soukra,La Soukra, Ariana,4,,500,704,4
49 150 DT,vente,TERRAIN SIDI AMOR BOUTHTIWA,Raoued, Ariana,,,,351,
470 000 DT,vente,"À vendre très belle villa, deux étages, cité Errafaha, Mnihla Ariana",Mnihla, Ariana,1,10+,240,460,4
750 000 DT,vente,Maison de compagne a 10 mn de géant,Raoued, Ariana,3,,250,10000,3
950 DT / Mois,location,Appartement style arabesque moderne,La Soukra, Ariana,1,3,150,,2
450 000 DT,vente,A vendre un duplex tout neuf au techno pole ghazela,Ariana Ville, Ariana,3,5,230,150,4
1 100 DT,location,S+3 ennaser 1,Ennasr, Ariana,,,,,3
500 000 DT,vente,Duplex Menzeh 6,Menzah, Ariana,2,5,160,120,4
90 000 DT,vente,Maison inachevée,Mnihla, Ariana,1,3,100,100,2
430 000 DT,vente,Occasion à ne pas rater,La Soukra, Ariana,,,308,400,
850 DT,location,Appartement s3 à el manar 2,Manar, Ariana,2,4,150,,3
125 000 DT,vente,Appartement borjlouzir,La Soukra, Ariana,,4,82,,2
1 300 000 DT,vente,Villa a la soukra chotrana 2,La Soukra, Ariana,2,,230,850,4
600 DT,vente,A louer un très beau maison,Raoued, Ariana,1,7,270,300,3
,location,A louer Appartement neuf,Chotrana, Ariana,2,3,115,,2
140 000 DT,vente,Appartement a Tunis,Ennasr, Ariana,,,55,,1
1 050 000 DT,vente,Villa à deux étages indépendants,La Soukra, Ariana,2,10+,400,500,10+
890 000 DT,vente,SybVVM2 villa a la soukra,La Soukra, Ariana,,,,,
380 DT,location,Appartement S + 1,Ghazela, Ariana,1,2,60,,2
60 DT,location,S+1 meublé,Ennasr, Ariana,1,2,60,60,1
,vente,S+3 très haut standing vue dégagée,Jardins D'el Menzah, Ariana,2,4,180,180,3
900 DT,vente,RDC Villa S+3 Mnihla à louer,Mnihla, Ariana,1,5,230,600,3
250 000 DT,vente,Vente d'un terrain aménagé et avec titre à Mnihla,Mnihla, Ariana,,,,315,
155 000 DT,vente,Occasion a vendre appartement a manar 1,Manar, Ariana,1,4,100,100,2
255 DT,vente,Je mets en vente 2 maison à cité de la république sur un terrain de 145 m2,Mnihla, Ariana,3,10+,220,145,9
320 DT,location,Maison a louer,Ariana Ville, Ariana,,,,,
260 DT,vente,Appartement a dar fadhal soukra,La Soukra, Ariana,,4,180,,3
,vente,TERRAIN DE 1789M2 SOUKRA,La Soukra, Ariana,,,,1789,
,location,S+1 meublé ennasr 2,Ennasr, Ariana,1,2,65,65,1
70 DT,location,S+1 meublé,Ennasr, Ariana,1,2,70,70,1
60 DT,location,Ennaser appartements par nuit meublé,Ennasr, Ariana,1,4,,,1
50 DT,location,شقق مفروشة للكراء باليوم 27531650,Ennasr, Ariana,1,,,,1
60 DT,location,Par nuit meublé a naseer,Ennasr, Ariana,1,2,300,200,1
60 DT,location,Ennaser appartements à louer par nuit meublé,Ennasr, Ariana,1,3,,,1
,location,DT Déménagement Tunisie,Ariana Ville, Ariana,,,,,
80 DT / Nuit,location,A louer s+1 A la soukra,La Soukra, Ariana,1,,87,,1
55 000 DT,vente,A vendre Fond de commerce Menzah 5,Menzah, Ariana,,,55,,
,vente,A vendre villa haute standing Manar 1,Manar, Ariana,2,,356,,3
285 DT,vente,Appartement Riadh Al Andalous vue sur Parc,Ariana Ville, Ariana,1,6,117,,3
26 000 DT,vente,Terrain cité chaker borj touil raoued,Raoued, Ariana,,,,150,
26 000 DT,vente,Terrain cité chaker raoued,Raoued, Ariana,,,,,
420 DT / Mois,location,A louer appartement luxe a Mnihla,Mnihla, Ariana,1,3,110,,2
1 350 DT,location,Appartement premier main,La Soukra, Ariana,2,,140,140,
330 000 DT,vente,Belle villa route de raoued,Raoued, Ariana,,,450,450,
600 DT,location,APPARTEMENT RC,Ariana Ville, Ariana,1,6,75,140,3
300 DT,vente,Villa à vendre à raoued,Raoued, Ariana,2,,270,300,4
350 DT,vente,"Terrain pour construction, titre foncier individuel",Borj Louzir, Ariana,,,,250,
405 DT,vente,Terrain Constructible R+6 Raoued plage,Raoued, Ariana,,,,880,
190 DT,vente,Terrain Constructible R+4 Raoued plage,Raoued, Ariana,,,,500,
,vente,Appartement à Vendre à La soukra Ariana,La Soukra, Ariana,1,2,116,,3
130 000 DT,vente,S+1 meublé,Ariana Ville, Ariana,1,2,65,,1
200 000 DT,vente,S+2 meublé,Ariana Ville, Ariana,1,3,123,,2
130 000 DT,vente,Terrain à vendre à borj touil,Raoued, Ariana,,,,422,
1 000 DT,location,Villa rez de chausse,Raoued, Ariana,1,4,120,270,4
1 100 DT,location,Location appart S+2 de haut standing à La Soukra,La Soukra, Ariana,1,3,120,,2
1 200 DT / Mois,location,Appart. très haut standing à menzah 9c près de l'école italienne,Menzah, Ariana,2,3,154,154,3
720 DT,location,A.L APPT,Jardins D'el Menzah, Ariana,1,3,,110,3
,vente,S+3 très haut standing jardin d'el menzeh 2,Jardins D'el Menzah, Ariana,2,4,190,190,3
90 000 DT,vente,Appartement Ariana,Ariana Ville, Ariana,1,3,80,,2
80 DT,vente,Garage commercial,Ariana Ville, Ariana,,,40,,
65 DT,vente,Maison a jaafer,Ariana Ville, Ariana,,3,80,,2
290 DT,vente,Bel appartement,Menzah, Ariana,2,4,132,157,3
750 DT,location,APPART TRES HAUT STANDING,Chotrana, Ariana,2,2,112,,2
,vente,بيع أرض صالحة للبناء,Mnihla, Ariana,,,,420,
1 700 DT,location,Louer appartement S+4,Ennasr, Ariana,3,4,180,,4
,vente,A Vendre une immeuble à menzah 1,Menzah, Ariana,,,,,
360 DT,vente,JOLI S+3 NEUF PROMOTEUR,La Soukra, Ariana,3,4,158,,3
178 000 DT,vente,A ne pas rater,La Soukra, Ariana,1,4,130,,3
350 DT,location,Appartement à louer s+2,Ariana Ville, Ariana,1,3,90,,3
800 DT,location,Appartement a usage bureautique Ariana,Ariana Ville, Ariana,,3,70,,
425 000 DT,vente,Grande villa de 2 niveaux+2 garages et un studio,Mnihla, Ariana,2,9,386,430,6
,vente,Terrain rare,Ghazela, Ariana,,,,345,
,vente,A Vendre villa a jardin d'el menzah,Jardins D'el Menzah, Ariana,,,500,420,
850 000 DT,vente,A vendre villa la soukra,La Soukra, Ariana,,,500,,
420 000 DT,vente,A vendre duplex à ennasr,Ennasr, Ariana,,,202,,
360 000 DT,vente,A vendre duplex à cité ennasr,Ennasr, Ariana,2,8,145,,2
378 000 DT,vente,Cause départ,Raoued, Ariana,,,,540,
270 000 DT,vente,Des APPARTEMENTS de Haut Standing S+2 et S+3 a la soukra Borj LOUZIR,Borj Louzir, Ariana,2,4,135,,3
650 DT / Mois,location,Local commercial à louer,Raoued, Ariana,,,50,50,
430 DT,vente,Villa à la petite ariana,Ghazela, Ariana,3,10+,260,152,8
750 DT,vente,A VENDRE TERRAIN  à chotrana 3,Chotrana, Ariana,,,,,
316 000 DT,vente,DES APPARTEMENTS TRES HAUT STANDING,La Soukra, Ariana,,2,121,121,2
380 DT,location,Maison a louer,Ariana Ville, Ariana,1,5,120,180,4
265 000 DT,vente,Apparemment a riadh andalous,Ariana Ville, Ariana,1,3,100,134,2
,vente,Bain maure,Ghazela, Ariana,,5,400,400,
100 000 DT,vente,Ariana sup cité essada,Ariana Ville, Ariana,1,3,70,70,2
3 800 000 DT,vente,Villa Luxueuse,La Soukra, Ariana,,10+,1100,2400,9
550 DT,location,Alouer un appartement au 2éme Etage,Borj Louzir, Ariana,1,4,97,103,3
750 DT,location,Location étage de villa,Ariana Ville, Ariana,,5,,,
160 000 DT,vente,زوز قراجات للبيع في برج الوزير اريانة,Borj Louzir, Ariana,,,,,
70 000 DT,vente,أربعة قرجات للبيع,Ariana Ville, Ariana,,,,,
,vente,Des garages et des appartements à vendre.,Borj Louzir, Ariana,,,,,
110 000 DT,vente,A vendre un terrain de 214m²,Raoued, Ariana,,,,214,
1 250 DT,location,Location Appatement neuf el menzeh 9C,Menzah, Ariana,3,5,220,,3
80 DT,location,Luxieux S+2 Entièrement meublé,La Soukra, Ariana,1,2,120,120,2
60 DT,location,Un S+1 Entièrement meublé a Tunis,La Soukra, Ariana,1,2,70,70,2
60 DT,vente,Un S+1 totalement meublé a la Soukra,La Soukra, Ariana,1,2,70,70,2
,vente,First déménagement,Ennasr, Ariana,,,,,
1 DT,vente,TERRAIN A RAOUED,Raoued, Ariana,,,,3700000,
210 000 DT,vente,S+2 à Jardins d'El Menzah,Jardins D'el Menzah, Ariana,1,3,110,,2
850 DT,location,Belle villa à hay ghazela,Raoued, Ariana,1,4,220,274,3
25 920 DT,vente,162 m² 175 m² et 200 m² A COTE DE LA NOUVELLE ECOLE PRIMAIRE DE RAOUED,Raoued, Ariana,,,,162,
,vente,Maison + duplexe,Ghazela, Ariana,3,7,,152,5
550 DT,vente,Etage de villa,Mnihla, Ariana,1,4,120,,3
525 DT,location,A louer un joli appartement dans une résidence gardée à la Cité el ghazéla,Ghazela, Ariana,1,3,85,,3
1 000 DT,location,Dépôt à loué,Mnihla, Ariana,,,,230,
,vente,Un très bel appartement,Ennasr, Ariana,1,3,185,,3
3 500 DT / Mois,location,Dépôt à loué,Mnihla, Ariana,,,0,650,
430 DT,vente,Deux villa à la petite ariana,Ghazela, Ariana,2,8,270,152,5
700 DT / Mois,location,A louer appartement S+2 à EL GHAZALA (familles ou couples mariés seulement!!),Ghazela, Ariana,1,3,120,,2
800 DT,location,"Appartement meublé El Menzah 7, quartier calme, excellent emplacement",Menzah, Ariana,1,3,76,,2
70 DT,vente,REF: T51/ Terain agricole,Sidi Thabet, Ariana,,,,,
320 DT / Mois,location,Studio S+1 rdc a louer,Borj Louzir, Ariana,,1,,,
365 000 DT,vente,Appartement HS S+3 A JARDIN D'EL MENZAH 2,Jardins D'el Menzah, Ariana,2,,186,,
750 DT,vente,Terrain R plus 6,Ariana Ville, Ariana,,,,886,
1 200 DT,location,Maison,Raoued, Ariana,1,5,160,,3
100 000 DT,vente,أربعة شقق للبيع,Ariana Ville, Ariana,,,,,1
610 000 DT,vente,Une belle villa style americain,Ghazela, Ariana,,,324,400,
,vente,Maison a vendre  et 3 local commerciale,La Soukra, Ariana,1,4,200,350,3
270 DT,vente,A vendre une villa a résidence ennasr mnihla ariana,Mnihla, Ariana,2,8,150,80,4
625 000 DT,vente,Duplex richement meublé avec 7 chambres et jardin privatif de 41m2,Ennasr, Ariana,4,8,203,,7
75 000 DT,vente,Local Forum Ariana ideal pour bureau,Ariana Ville, Ariana,,1,25,,
1 150 000 DT,vente,Villa haut standing 3 étage avec hammam ennasr 2,Ennasr, Ariana,3,6,500,420,4
190 DT,vente,à vendre appartement s+3 manzah 9,Menzah, Ariana,,,140,,4
